-9.100807655254230522e-01,-3.622371362662872296e-01
-8.337527963721841351e-01,-5.200159889067166308e-01
-8.303228159720323909e-01,-5.409324120747092124e-01
-6.932733910463496629e-01,-6.730769110211344275e-01
-2.472739218377762588e-02,-3.305223701927222368e-01
-9.155115517808213310e-01,-3.228881245764705921e-01
-8.507593616424693472e-01,-5.063788106174943460e-01
-9.207451093554093191e-01,-2.852355283504925398e-01
-6.939012699665610961e-01,-2.726068680447901738e-01
-8.433537154030006366e-01,-4.886313703598322289e-01
-8.616885494220648534e-01,-4.916811794729556429e-01
-9.092055165015852092e-01,-3.056008731486878904e-01
-2.408330778469986166e-01,3.474474768389255730e-01
-8.873085641295453962e-01,-1.667763126086833081e-01
-9.006273499733017385e-01,-3.953376182667301952e-01
-7.651201231646549417e-01,5.936934208372804944e-01
-8.087951771799535283e-01,5.656053247918221283e-01
-9.551949394925027814e-01,1.847793104429518718e-01
-8.535572337349768279e-01,4.815049253664051565e-01
-5.011512318420406897e-01,6.433914037194938818e-01
-9.431994217299048966e-01,1.463826532194017205e-01
-9.571461198695574435e-01,-3.118689789228745388e-02
-9.600204409248023207e-01,-2.103683450360421662e-04
-7.927930182322764363e-01,5.371364091376968908e-01
-9.922462459228184040e-01,4.023541372867287663e-02
-9.868918728510756022e-01,4.937187994147084098e-03
-5.180067732673010461e-01,7.863949790595655687e-01
-4.755086967261039077e-01,7.839087386525150913e-01
-9.832169625837233751e-01,-1.824401394639814100e-01
-8.265938575437778990e-01,2.752080245457029228e-01
-7.478488835120281619e-01,2.287055149260351361e-01
-7.243753896346875054e-01,5.836405650007275847e-01
-5.087992335233879615e-01,7.307637517626099921e-01
-7.620717314731927372e-01,5.210741622156722652e-01
-4.939046498676337715e-01,7.072150914162205204e-01
-5.150209947144862577e-01,4.636832573358759535e-01
-7.946394429936074477e-01,3.697576145003571568e-01
1.184111150757849590e-01,7.755659053236727551e-01
-7.787534923163240697e-01,2.232122868032110352e-01
-9.161126596619518780e-01,-1.946227183261775295e-01
-8.944621665866824278e-01,-3.165494740923675832e-02
-8.617929347741891677e-01,-3.328610577683913108e-02
-6.931066701789168061e-01,5.918256687107771308e-01
-9.369662499534042732e-01,-6.596058588595904437e-02
2.350268733841350544e-01,-5.068317748850884596e-01
-3.956506363343241239e-01,-4.448788924498418840e-02
-6.484521361281732066e-01,2.948053104095847421e-01
3.406561319570964863e-01,-8.532004080905057908e-01
7.377225413860101222e-01,-6.751040304508382217e-01
2.978713571880901023e-01,-7.561458140200036926e-01
6.411337638125854665e-01,-6.917680458734114524e-01
9.595310015055877884e-01,3.486963923338640831e-02
9.846067896902497285e-01,1.561731867178680067e-01
3.465615587708586465e-01,-7.935670864770710820e-01
9.429046056912132601e-01,-3.330629138260479682e-01
9.819996509878319291e-01,6.890509942919201269e-02
8.227048190240540126e-01,5.684688036775621400e-01
9.585936014545216599e-01,-2.431802162682117630e-01
8.856526302847769205e-01,4.643483804964286255e-01
9.475809882412041807e-01,3.195156814990819383e-01
9.738845989061618580e-01,-3.686179663159997594e-02
7.608648079514414020e-01,6.223435232717628995e-01
7.339679021405566273e-01,6.791841566374985373e-01
8.878638845127176937e-01,-3.012532213689905203e-01
8.196696802331099319e-01,4.946806699706002286e-01
8.736587490724100347e-01,-3.631319040478884763e-01
7.764092791634236157e-01,5.247987253933054097e-01
5.813861797721432412e-01,-7.181364422420301041e-01
7.567508748778929428e-01,4.317214277544771939e-01
-5.654111556271342216e-03,-6.667270835082925728e-01
1.940707429911959353e-02,-6.567177158736687836e-01
6.620211056467553701e-02,-7.009776815128684335e-01
5.749694532259475022e-01,-6.794166100988927592e-01
7.823983623690791145e-01,4.584363511904318567e-01
1.206550920612173006e-01,-3.844802923067233702e-01
8.315698363525768633e-01,-4.030449152497383308e-02
2.761577901983596206e-01,-5.188318208121986963e-01
6.348652152253555503e-01,-2.746555135752766774e-01
3.141923307182293845e-01,-7.687320412349717413e-01
8.137415509462790908e-01,-4.352250220069773801e-01
1.973660214369400978e-01,2.780250518779976351e-02
-5.356967597917013935e-01,1.378102637659494867e-01
-4.963093894900375558e-01,4.586763727134797186e-01
-8.952919459105135314e-02,-9.959841983263980625e-01
-1.616638309567466625e-01,-9.796202089028444027e-01
-3.024874327707885446e-01,4.490547354879720898e-01
-9.061304921469304219e-01,-4.229982638280703200e-01
5.312037969647180891e-01,-7.226088375432616617e-01
-8.306898417808158408e-01,-4.096423312386369697e-01
-4.350215284903020119e-01,-7.218411935247450728e-01
7.580431905392003011e-02,-5.869367992102058063e-01
-6.535822008916424286e-01,-5.682376596946173697e-01
-7.631637384478654473e-01,-4.786852293879270692e-01
-6.440311009707749834e-01,-3.362630367047126506e-02
-8.587157261995228552e-01,1.080226899600419677e-01
-8.733693194112698288e-01,2.932258707869734304e-01
-9.085397001423968222e-01,2.927122017935617215e-01
3.070311971654058336e-01,-8.524540600867217544e-01
3.177754812346771374e-01,-9.481659894375400466e-01
5.116624223863769361e-01,-1.892084309681269227e-01
