,Target_0,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7,Target_8,Target_9,Target_10,Target_11,Target_12,Target_13,Target_14,Target_15,Target_16,Target_17,Target_18,Target_19,Target_20,Target_21,Target_22,Target_23,Target_24,Prediction_0,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5,Prediction_6,Prediction_7,Prediction_8,Prediction_9,Prediction_10,Prediction_11,Prediction_12,Prediction_13,Prediction_14,Prediction_15,Prediction_16,Prediction_17,Prediction_18,Prediction_19,Prediction_20,Prediction_21,Prediction_22,Prediction_23,Prediction_24,MAE,MAE_std,MAE_perc,MAE_std_perc
T20,58.061477729097696,41.488348293341446,31.132939045092293,58.562919716529535,42.05913187806292,30.348862846051375,65.3865679024192,34.91612358604403,61.39912979594435,45.040741149422054,34.36324588535588,40.70621579502578,37.191611452247884,60.63401636036181,33.210865084261535,61.251909517961984,43.99394902123545,33.55621147480031,48.359059726192896,41.93944575545571,112.73836172988203,41.536833492583234,104.40672913272135,36.47950189252257,63.42669779920837,59.04013472389408,50.83197217636977,28.325163084122345,68.59222289247678,57.21387042391015,27.349606266769147,100.93368078177565,30.284791476378242,78.01692531573342,66.37221310484017,28.676168882825202,91.05707144052218,41.398126191286984,31.576746240054945,34.26868938536812,70.40044602378025,75.77997432840208,31.898033505389986,36.59112921305396,49.22786341933901,46.13557986162788,64.9143188287909,28.440434967447562,37.601470482221714,76.8052970039534,18.075873061447105,19.93574270866791,31.484378054150213,28.553447184342765
T30,65.27927798091669,68.9213144601931,75.29925689131056,65.25811388515699,68.60396119105981,73.08982781602491,66.02757249244054,72.40824068581571,65.57344007047618,69.99808013562605,70.63122638943429,66.7986321776984,64.82856134267932,66.15457844913155,64.54423301902885,65.43442134747589,68.97369682842057,69.24345600360172,76.23017594440958,72.47448280730025,93.37311595760343,66.3343969016685,89.17039516385142,64.30731378415305,65.57263666096773,45.46942111130479,44.643672477871036,37.55808772299381,46.146600005192916,43.6057453008349,40.25044738189081,50.58415410016124,39.00990922255412,47.3754780986515,45.69243260428349,41.86331530150564,43.599964789573605,41.42768183881735,48.17714204989867,39.46332544876067,47.666569757897584,43.76993735417047,42.728079991997205,39.634254180770476,41.75351163768552,51.20226087960311,42.57930841439818,47.854165713459984,40.5710855442381,48.83013424606035,26.122948928474784,7.447311722433178,36.72248924910589,7.362587854038648
T60,128.34193090476714,125.55396833263995,128.08427975564248,126.34952669343136,127.73627846570545,127.4819004704203,128.17381492070234,127.72070088501796,128.7085309523001,126.39983790228415,129.54049150025816,126.53419491080464,126.21933183981338,123.34514639717305,125.95791488450192,126.33440122031666,128.49545337611394,129.34934317614892,129.6958987556169,132.2932581783626,130.83918889823488,125.25681884386044,131.78390613267632,124.10302249743448,128.3205425174414,98.81255731969584,96.61301705189878,90.1709484371387,101.95172867065298,95.59335708509722,103.79550813227681,98.6359778416219,89.9714334453135,99.1052201114343,97.80657610731872,102.32121210413727,101.28406866413866,92.37165278528721,95.92567381829478,91.2869373831694,101.44945647362692,96.04191040141825,106.21858784046833,95.78506593708774,108.47018377309664,96.50360436362206,94.32728872506675,96.63193293878712,91.0774224094134,99.10277509996034,30.05462341966581,4.310423288063167,23.538249174637148,3.3653126829169357
EDT,30.3125,26.5625,30.3125,30.270833333333332,26.541666666666668,26.5625,31.791666666666668,26.708333333333336,30.3125,24.583333333333332,26.5625,30.3125,26.5625,31.791666666666668,26.708333333333336,30.854166666666664,24.333333333333332,26.5625,30.333333333333332,24.333333333333332,30.666666666666664,26.5625,31.791666666666668,26.5625,31.791666666666668,26.5625,24.333333333333332,26.583333333333332,26.541666666666668,24.291666666666668,26.5625,24.333333333333332,26.5625,26.541666666666668,24.229166666666668,26.541666666666668,24.333333333333332,26.541666666666668,30.354166666666668,26.5625,26.541666666666668,24.229166666666668,26.541666666666668,30.3125,24.229166666666668,30.333333333333332,24.333333333333332,30.354166666666668,26.5625,26.541666666666668,1.9533333333333331,2.1696156213588726,6.487731063233417,6.997174508148197
strenGth,36.275847135380616,48.62651695648353,43.3159872861947,35.569993269974525,48.338974707207356,41.45322959033472,37.54240099401825,41.50724603237729,36.51000927684372,47.16837898333895,41.64906286845367,40.84749184428375,40.92393805979079,39.70773807100016,42.07851725532316,35.875212768545104,47.44193385213398,40.985264078628006,40.85384302466991,40.341095840901716,52.8902312409012,38.666290448186274,49.90567508451787,40.54778553772222,37.08862162075424,37.158949865058744,54.838430244111805,42.462252899278965,37.316235584772215,51.827069575175074,45.54004608835615,37.808777974840986,41.76863279811301,37.27550591073083,53.63157303891964,44.90744593497768,46.582816596469954,40.3514233809642,40.1178008671692,41.32835264896919,37.57384467276938,50.9885240979576,45.55050603701399,43.87291684912903,45.57200799089803,54.67204952420617,39.38753537345715,45.144620337777496,40.958508639085856,37.655769703923966,2.482209905753358,2.0463030965528706,5.736139942710364,4.541909166823951
C80,21.43265585310976,22.010202970007878,22.0909488095652,21.588923331814662,22.325375313329644,21.875207906996742,20.995850996666114,22.081887780536764,21.287225946325563,22.003737552367735,22.00685728033267,21.62399447376736,22.2811532119755,20.79326517643875,22.171179358553097,21.43503655402986,22.332370950262032,22.011792540526574,21.31686363035778,22.31316448243409,20.048027327187686,22.373191665140805,20.215543504801296,22.160202860447434,21.042851298095325,27.14698564434564,27.325819312245024,28.15148125701218,26.827003812141395,27.972587080811383,26.978507227821808,26.656092331763702,28.114054453321202,26.988982031945593,27.24345060998587,27.488378056896664,26.532460247841808,28.48722219711184,26.08266699489047,28.32478946868458,26.67074781051925,27.953793914645843,27.075825850365305,26.798100706108773,27.261951554483673,25.07488850662454,28.238560957711844,25.3912927338378,28.193064990649923,26.69323200270572,5.51417715917606,0.3858666432575711,25.445031438498226,1.6239935582105758
Ts,28.5625,27.4375,28.6875,28.541666666666668,27.333333333333336,27.958333333333336,28.958333333333332,28.416666666666668,28.604166666666668,27.333333333333336,27.666666666666664,28.3125,27.8125,30.208333333333332,28.208333333333332,28.708333333333332,27.3125,27.458333333333336,29.729166666666668,26.791666666666664,31.458333333333332,27.583333333333336,31.229166666666664,28.0625,28.895833333333332,26.75,26.0,27.104166666666664,26.770833333333336,25.9375,26.5,26.895833333333336,26.8125,26.729166666666664,25.916666666666668,26.229166666666668,26.625,26.291666666666668,27.979166666666664,26.645833333333332,26.854166666666664,25.895833333333332,26.104166666666668,27.9375,25.625,29.645833333333332,26.104166666666668,29.125,26.479166666666668,26.916666666666664,1.6558333333333337,0.25974881028494506,5.799650754276853,0.7311696949143675
