,125hz_wall,250hz_wall,500hz_wall,1000hz_wall,2000hz_wall,4000hz_wall,8000hz_wall,16000hz_wall,Mean per wall
x_0,0.41163639794245577,0.5010908622715732,0.4506024408818334,0.45840525532776794,0.3090497822516025,0.21859010643004728,0.22043839434910373,0.22090138564543005,0.34883932813747676
x_1,0.34312269871516643,0.20879043509510997,0.09548400196746076,0.03427014958311003,0.08771958175664296,0.18105777808768242,0.17422141680539072,0.1736072059564565,0.16228415849587746
y_0,0.6645305489404238,0.5215216299459607,0.3324558068992085,0.564087162032838,0.6123304849100326,0.5647307757000888,0.5654811635154393,0.5663389263261327,0.5489345622837656
y_1,0.3851555495111382,0.2628442198843719,0.1645284291095861,0.12950582289019952,0.10940934147409997,0.10124313646023941,0.10118199898287294,0.10166249948677186,0.16944137472490997
z_0,0.27233038363526463,0.22269535260440565,0.12632519143606424,0.08655606917122438,0.17288943538403623,0.2965437625403333,0.29408322121232255,0.29205238879360196,0.22043447559715662
z_1,0.7607041435614851,0.7384483164242424,0.5252243304368556,0.46354554443890433,0.6143399445337664,0.6319274255204482,0.6299465199906297,0.6273034268646955,0.6239299564713785
Mean per band,0.47291328705098895,0.40923180270427734,0.28243670012183475,0.28939500057400735,0.3176230950516968,0.3323488307898066,0.33089211914262645,0.3303109721788481,0.3456439759517607
