,125hz_wall,250hz_wall,500hz_wall,1000hz_wall,2000hz_wall,4000hz_wall,8000hz_wall,16000hz_wall,Mean per wall
x_0,0.9,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.9574999999999999
x_1,0.5900000000000001,0.47,0.36,0.16000000000000003,0.08999999999999997,0.37,0.37,0.37,0.34750000000000003
y_0,0.78667,0.55333,0.20999999999999996,0.19667,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.42500000000000004,0.4308337499999999
y_1,0.75,0.5,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.26249999999999996
z_0,0.92,0.73,0.61,0.6599999999999999,0.52,0.37,0.37,0.37,0.56875
z_1,0.4,0.86,0.92,0.92,0.92,0.92,0.92,0.92,0.8475
Mean per band,0.7244450000000001,0.6772216666666666,0.5433333333333333,0.5011116666666666,0.5041666666666667,0.5341666666666667,0.5341666666666667,0.5341666666666667,0.5690972916666669
