,125hz_wall,250hz_wall,500hz_wall,1000hz_wall,2000hz_wall,4000hz_wall,8000hz_wall,16000hz_wall,Mean per wall
x_0,0.7980472238037158,0.7629408281576042,0.612808530879599,0.5333198510571278,0.5162313522473696,0.4087758143197319,0.4083099964661862,0.4072642659255186,0.5559622328571066
x_1,0.1570112093725683,0.4196976828139907,0.22367237852457134,0.250292136867848,0.10692846905412334,0.2048231029191323,0.1888716042787132,0.18636131322944072,0.21720723713254853
y_0,0.4247836146933609,0.5194136106747815,0.6041832750639964,0.6232864722398948,0.6423894810850346,0.6901774474427197,0.6886915780723445,0.6886475575537202,0.6101966296032315
y_1,0.6707192370107325,0.7513786063540345,0.729139816672242,0.730733207424456,0.7314061142341617,0.7346186503247386,0.7334026839418835,0.7334555311919347,0.7268567308942729
z_0,0.5277249174006231,0.6351343707827556,0.7098056547891036,0.7317392396031566,0.7733613495529597,0.8054985328977411,0.8047069474454136,0.8075125985720246,0.7244354513804723
z_1,0.7380813938004828,0.6884822950920351,0.26112562195218136,0.045816765866240505,0.1684778214196253,0.3022614752825,0.30050178201924604,0.3040708521183273,0.3511022509438298
Mean per band,0.5527279326802472,0.6295078989792002,0.523455879646949,0.485864612176454,0.4897990979322124,0.524359170531094,0.5207474320372978,0.5212186864318277,0.5309600888019103
