,Target_0,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7,Target_8,Target_9,Target_10,Target_11,Target_12,Target_13,Target_14,Target_15,Target_16,Target_17,Target_18,Target_19,Target_20,Target_21,Target_22,Target_23,Target_24,Prediction_0,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5,Prediction_6,Prediction_7,Prediction_8,Prediction_9,Prediction_10,Prediction_11,Prediction_12,Prediction_13,Prediction_14,Prediction_15,Prediction_16,Prediction_17,Prediction_18,Prediction_19,Prediction_20,Prediction_21,Prediction_22,Prediction_23,Prediction_24,MAE,MAE_std,MAE_perc,MAE_std_perc
T20,232.56184625436686,237.63868646730893,181.39765344078359,165.16977917232387,176.39470238995605,223.62829925631442,197.5095367627007,164.1372315791027,172.14236689908424,258.8151278024002,174.59831478263283,172.29912354713775,166.32939388899374,175.66355387340204,170.96728153424823,168.5998409156942,180.4911311465162,263.5536550792726,166.10048052397403,161.7117564054765,166.04635324290632,157.69144504675123,170.85011024923054,168.59960987468804,194.82028706813,173.62768572828983,169.8316795854218,164.40038547865066,160.37637054640516,163.02033549133614,169.86608974193712,169.63647772589812,160.36305323823268,163.9700054709868,176.20207647199223,161.85512527857085,165.10443458526308,165.152325065765,161.38762823209382,164.2907535304392,160.98235071556365,164.92522981881731,176.7884033953724,161.28081928247352,158.78815582563445,164.6027040531314,155.6339903754144,165.51994485674487,161.17891904504282,167.2736494419587,21.666358968878395,25.74651256492632,9.986836126305297,10.029420770541087
T30,270.60108090489035,289.9993717944549,217.11973374938356,178.17631520272704,212.21738443790483,290.3630101355356,239.91477592235293,177.87381959081432,211.49564413591682,288.00431586128343,212.3136323682569,194.24762788459233,194.58430055825747,204.56381870616335,209.39616473528545,189.0887332117968,204.26736682540846,299.4107451085342,185.3644610614333,176.63733463960327,195.2624317176802,184.76404126772312,206.79061444802068,189.118455661863,233.185609883932,183.94104512348298,175.07776432131016,176.2915235332397,164.5297352992394,168.01671586085646,175.81111116679966,179.7405705881371,164.94889245759498,168.94610300320437,182.05830877228425,167.8296780709162,170.0126614286031,178.22482926890274,168.24190127262403,168.888735523653,165.5483010855219,169.37677938465492,182.38866114988272,165.39062318268287,168.3319470233839,171.78409031443277,166.98817973266236,169.32828762336268,165.58938766086746,174.0030328621393,46.53887696413501,33.69073503707439,19.530362164070326,10.457678238579328
T60,350.8223836888584,394.6953198271687,360.06192221879155,369.2162614229417,394.9934412846061,393.65131260746944,335.8782863737043,369.0200518945531,393.6117796905593,375.8164852529618,398.10400509535447,362.8954897663276,363.3657672949157,343.77344035176134,396.7376730102225,377.8093712476642,355.90649989924265,375.3915557745898,387.6191773026259,350.28901853356996,358.19071788371605,336.52878312858394,400.7313315752727,379.0393737602877,379.8358410400883,215.4831155823524,208.95619989069942,217.88273193260176,203.9176512809892,203.91267214856882,210.95502171426668,216.19456474503409,200.86798608576714,209.27344093995254,216.20332131710035,203.4099226795858,203.10230954790507,215.94731145613895,205.69418759254646,208.41238938916754,204.7499298959883,207.37725165338327,216.26885813324438,198.49929004840914,206.07390477919884,215.17066290307514,210.9856820801653,206.51999576467452,203.95579761665545,213.35075859955631,163.23281328595243,21.982720629568504,43.67739110043505,3.7712564351400375
EDT,19.541666666666664,16.083333333333336,15.3125,18.625,18.0,13.875,18.020833333333332,17.979166666666668,19.25,26.104166666666668,15.541666666666668,10.083333333333332,15.4375,13.958333333333332,18.645833333333332,19.583333333333336,19.666666666666664,27.3125,9.354166666666666,9.020833333333334,17.270833333333332,9.041666666666666,17.979166666666668,18.708333333333332,21.8125,18.645833333333332,15.645833333333334,16.333333333333332,19.833333333333336,17.104166666666668,15.145833333333334,16.3125,18.625,19.583333333333336,20.770833333333332,15.583333333333332,13.270833333333334,15.916666666666666,15.458333333333332,18.791666666666668,20.770833333333332,19.875,20.25,12.395833333333334,10.083333333333332,18.041666666666668,9.0625,17.375,19.9375,22.270833333333332,1.3900000000000006,1.6316692202908176,8.413715721608996,9.129235191256905
strenGth,4.2215375900268555,3.552938938140869,2.7319774627685547,13.365161895751953,7.895750522613525,2.4898576736450195,2.113821029663086,9.878705978393555,26.621091842651367,24.927242279052734,5.328675270080566,1.449941635131836,2.5036697387695312,4.119237899780273,22.847055435180664,31.924488067626953,28.212263107299805,21.406410217285156,2.456066608428955,0.8688774108886719,2.750020980834961,1.0391502380371094,16.88382911682129,28.247461318969727,49.41244125366211,4.191095352172852,7.064617156982422,2.762378692626953,13.067066192626953,8.150876998901367,5.357057094573975,2.0168609619140625,9.663718223571777,25.29153823852539,27.264427185058594,5.8696393966674805,3.077230453491211,2.4176902770996094,4.0275115966796875,21.733219146728516,29.36440658569336,26.835372924804688,24.262569427490234,3.2045130729675293,1.1934728622436523,2.701841354370117,1.0033025741577148,16.23288917541504,25.753421783447266,47.093509674072266,1.1138213872909546,1.1040743589401245,19.679811477661133,34.0369758605957
C80,24.566436767578125,24.80483055114746,28.089630126953125,31.169090270996094,28.733211517333984,25.617015838623047,27.02655792236328,31.508041381835938,29.289257049560547,21.4388484954834,29.323646545410156,31.102802276611328,30.37337303161621,30.042400360107422,29.603788375854492,29.90966033935547,28.287731170654297,21.01740837097168,32.38052749633789,33.99563217163086,30.4183349609375,32.61060333251953,29.902965545654297,30.019121170043945,26.04305648803711,29.607624053955078,31.998464584350586,31.002920150756836,32.018707275390625,32.32502365112305,32.059349060058594,30.93247413635254,32.482200622558594,31.510540008544922,28.84079360961914,32.810184478759766,33.62144088745117,31.686206817626953,32.81281661987305,31.775978088378906,31.587736129760742,31.257274627685547,28.90363311767578,34.05049133300781,34.17732238769531,31.697237014770508,34.455135345458984,32.26423263549805,31.74695587158203,29.7761173248291,3.125075578689575,2.0914220809936523,11.918407440185547,9.745240211486816
Ts,10.083333333333332,8.875,8.666666666666666,10.25,9.645833333333332,8.208333333333334,8.895833333333334,9.75,10.625,12.229166666666666,8.854166666666666,7.0625,8.6875,8.291666666666666,10.375,10.791666666666666,10.729166666666666,12.270833333333334,7.375,6.479166666666667,8.958333333333334,6.583333333333333,9.875,10.604166666666666,11.3125,9.520833333333332,8.770833333333334,8.6875,10.5625,9.375,8.4375,8.5625,10.0,10.604166666666666,10.479166666666666,8.75,7.770833333333334,8.645833333333334,8.375,10.333333333333334,11.041666666666666,10.604166666666666,10.3125,7.75,6.833333333333334,9.0,6.645833333333333,9.791666666666668,10.8125,11.3125,0.33166666666666655,0.4814950674721395,3.3506180378910786,4.140123669134423
